NOT_ID,POLL_TYPE,POLLUTANT
603517,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
609465,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
641128,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
655868,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
662311,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
719067,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
726730,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
737238,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
779777,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
808110,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
844604,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
1354,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
22307,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
22702,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
34451,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
573364,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
585707,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
586984,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
630059,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
632703,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
636734,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
697602,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
703577,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
704957,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
719068,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
748404,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
851651,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
883992,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
892932,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
1002067,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
122221,Inert Materials and Wastes,Mineral Materials and Wastes
573531,Inert Materials and Wastes,Mineral Materials and Wastes
662647,Inert Materials and Wastes,Mineral Materials and Wastes
23726,Inert Materials and Wastes,Mineral Materials and Wastes
33477,Inert Materials and Wastes,Mineral Materials and Wastes
1050779,Inert Materials and Wastes,Mineral Materials and Wastes
931084,Inert Materials and Wastes,Mineral Materials and Wastes
469701,Inert Materials and Wastes,Mineral Materials and Wastes
513012,Inert Materials and Wastes,Mineral Materials and Wastes
132489,Inert Materials and Wastes,Mineral Materials and Wastes
284593,Inert Materials and Wastes,Mineral Materials and Wastes
648869,Inert Materials and Wastes,Mineral Materials and Wastes
4790,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
20150,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
37719,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
50055,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
42062,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
90917,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
174300,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
256469,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
320041,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
344689,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
410161,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
496074,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
503587,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
512084,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
628146,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
616579,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
651562,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
681006,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
843670,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
858193,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
874096,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
871313,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
876850,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
951300,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
910233,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
992780,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
1023719,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
1030064,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
4118,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
4652,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
36475,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
82132,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
118148,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
122163,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
150731,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
179154,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
344500,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
369250,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
374757,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
392654,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
400206,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
490532,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
650479,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
819118,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
858124,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
914282,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
926127,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
933019,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
933348,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
4645,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
4646,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
4711,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
6105,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
36491,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
46226,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
158953,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
178056,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
224757,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
225855,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
295360,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
410013,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
503155,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
530498,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
649664,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
741011,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
796727,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
878258,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
907572,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
913214,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
934727,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
940971,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
944086,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
954391,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
1020094,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
